Player,Pos,Age,Tm,G,MP,FG%,Dist.,%_of FGA_2P,%_of FGA_0-3,%_of FGA_3-10,%_of FGA_10-16,%_of FGA_16-3P,%_of FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3P,FG%_3P,%_Ast’d_2P,%_Ast’d_3P,%FGA_Dunks,#_Dunks,%3PA_Corner,3P%_Corner,Heaves_Att.,#_Heaves
Dario Šarić\saricda01,C,26,PHO,50,871,0.447,13.5,0.605,0.269,0.228,0.073,0.035,0.395,0.512,0.674,0.359,0.520,0.250,0.348,0.736,1.000,0.000,0,0.119,0.563,0,0
Tomáš Satoranský\satorto01,SG,29,CHI,58,1307,0.514,13.3,0.641,0.261,0.213,0.116,0.052,0.359,0.602,0.779,0.457,0.395,0.765,0.356,0.425,1.000,0.036,11,0.305,0.444,2,0
Dennis Schröder\schrode01,SG,27,LAL,61,1956,0.437,12.7,0.721,0.250,0.216,0.170,0.086,0.279,0.476,0.600,0.366,0.457,0.431,0.335,0.318,0.887,0.005,1,0.142,0.167,3,0
Mike Scott\scottmi01,PF,32,PHI,51,852,0.360,21.0,0.265,0.085,0.076,0.052,0.052,0.735,0.411,0.500,0.500,0.273,0.273,0.342,0.739,1.000,0.009,1,0.277,0.465,0,0
Jay Scrubb\scrubja01,SG,20,LAC,4,84,0.389,13.0,0.750,0.306,0.167,0.083,0.194,0.250,0.444,0.545,0.333,0.333,0.429,0.222,0.583,1.000,0.028,1,0.333,0.333,0,0
Collin Sexton\sextoco01,SG,22,CLE,60,2115,0.475,11.7,0.761,0.273,0.251,0.163,0.074,0.239,0.508,0.619,0.455,0.483,0.329,0.371,0.422,0.684,0.010,9,0.102,0.407,0,0
Landry Shamet\shamela01,SG,23,BRK,61,1403,0.408,20.4,0.270,0.116,0.053,0.061,0.039,0.730,0.463,0.585,0.375,0.357,0.389,0.387,0.649,0.984,0.020,8,0.282,0.457,1,0
Iman Shumpert\shumpim01,SG,30,BRK,2,11,0.250,21.9,0.250,0.000,0.000,0.250,0.000,0.750,1.000,,,1.000,,0.000,0.000,,0.000,0,0.000,,0,0
Pascal Siakam\siakapa01,PF,26,TOR,56,2006,0.455,11.6,0.744,0.241,0.324,0.091,0.088,0.256,0.509,0.690,0.424,0.425,0.412,0.297,0.341,0.836,0.041,36,0.215,0.283,1,0
Chris Silva\silvach01,PF,24,TOT,15,92,0.625,6.8,0.938,0.500,0.250,0.125,0.063,0.063,0.600,0.750,0.500,0.500,0.000,1.000,0.778,1.000,0.250,4,0.000,,0,0
Chris Silva\silvach01,PF,24,MIA,11,83,0.692,6.1,0.923,0.538,0.231,0.154,0.000,0.077,0.667,0.857,0.333,0.500,,1.000,0.750,1.000,0.308,4,0.000,,0,0
Chris Silva\silvach01,PF,24,SAC,4,9,0.333,9.6,1.000,0.333,0.333,0.000,0.333,0.000,0.333,0.000,1.000,,0.000,,1.000,,0.000,0,,,0,0
Ben Simmons\simmobe01,PG,24,PHI,58,1877,0.557,4.3,0.983,0.527,0.383,0.070,0.003,0.017,0.562,0.687,0.426,0.366,0.500,0.300,0.407,1.000,0.153,85,0.300,0.333,0,0
Anfernee Simons\simonan01,SG,21,POR,64,1104,0.419,20.7,0.297,0.080,0.110,0.042,0.065,0.703,0.403,0.531,0.295,0.412,0.423,0.426,0.125,0.683,0.010,3,0.152,0.535,0,0
Deividas Sirvydis\sirvyde01,SG,20,DET,20,133,0.350,19.1,0.300,0.175,0.075,0.025,0.025,0.700,0.333,0.571,0.000,0.000,0.000,0.357,1.000,0.700,0.000,0,0.393,0.273,0,0
Alen Smailagić\smailal01,PF,20,GSW,15,84,0.407,11.9,0.630,0.370,0.259,0.000,0.000,0.370,0.412,0.500,0.286,,,0.400,0.429,1.000,0.000,0,0.300,0.333,0,0
Marcus Smart\smartma01,PG,26,BOS,48,1581,0.398,17.9,0.447,0.129,0.178,0.084,0.055,0.553,0.482,0.515,0.495,0.419,0.464,0.330,0.291,0.871,0.006,1,0.131,0.486,3,0
Dennis Smith Jr.\smithde03,PG,23,TOT,23,420,0.400,15.5,0.600,0.228,0.131,0.103,0.138,0.400,0.448,0.545,0.421,0.400,0.350,0.328,0.231,0.526,0.014,2,0.052,0.667,0,0
Dennis Smith Jr.\smithde03,PG,23,NYK,3,28,0.200,18.1,0.600,0.100,0.100,0.100,0.300,0.400,0.333,1.000,0.000,1.000,0.000,0.000,0.000,,0.000,0,0.000,,0,0
Dennis Smith Jr.\smithde03,PG,23,DET,20,392,0.415,15.3,0.600,0.237,0.133,0.104,0.126,0.400,0.457,0.531,0.444,0.357,0.412,0.352,0.243,0.526,0.015,2,0.056,0.667,0,0
Ish Smith\smithis01,PG,32,WAS,44,924,0.434,13.0,0.835,0.189,0.202,0.215,0.229,0.165,0.448,0.554,0.450,0.391,0.412,0.367,0.261,0.944,0.003,1,0.388,0.421,1,0
Jalen Smith\smithja04,PF,20,PHO,27,156,0.440,11.1,0.660,0.420,0.120,0.120,0.000,0.340,0.545,0.667,0.500,0.167,,0.235,0.778,1.000,0.160,8,0.353,0.500,0,0
Tony Snell\snellto01,SG,29,ATL,47,992,0.515,18.6,0.363,0.076,0.152,0.111,0.023,0.637,0.419,0.615,0.346,0.421,0.250,0.569,0.654,0.984,0.012,2,0.450,0.551,0,0
Ray Spalding\spaldra01,C,23,HOU,2,19,0.500,8.1,0.750,0.500,0.250,0.000,0.000,0.250,0.667,0.500,1.000,,,0.000,1.000,,0.000,0,1.000,0.000,0,0
Cassius Stanley\stanlca01,SG,21,IND,24,93,0.302,10.4,0.698,0.419,0.233,0.047,0.000,0.302,0.333,0.444,0.200,0.000,,0.231,0.600,1.000,0.116,3,0.154,0.500,0,0
Lamar Stevens\stevela01,PF,23,CLE,40,499,0.456,10.4,0.816,0.368,0.147,0.243,0.059,0.184,0.523,0.700,0.350,0.394,0.375,0.160,0.655,1.000,0.125,17,0.320,0.250,0,0
Isaiah Stewart\stewais01,C,19,DET,68,1455,0.553,7.4,0.846,0.494,0.252,0.066,0.034,0.154,0.592,0.644,0.524,0.556,0.429,0.333,0.659,1.000,0.108,37,0.079,0.200,0,0
Max Strus\strusma01,SF,24,MIA,39,507,0.455,20.8,0.209,0.155,0.048,0.000,0.005,0.791,0.897,0.897,1.000,,0.000,0.338,0.686,0.980,0.027,5,0.250,0.459,0,0
Edmond Sumner\sumneed01,SG,25,IND,53,861,0.525,10.4,0.688,0.443,0.195,0.035,0.014,0.312,0.582,0.712,0.364,0.400,0.000,0.398,0.690,0.943,0.064,18,0.386,0.441,1,0
Jae'Sean Tate\tateja01,SF,25,HOU,70,2043,0.506,10.2,0.688,0.405,0.253,0.019,0.011,0.312,0.595,0.719,0.449,0.083,0.286,0.308,0.539,0.950,0.050,27,0.405,0.329,0,0
Jayson Tatum\tatumja01,SF,22,BOS,64,2290,0.459,14.6,0.632,0.197,0.206,0.141,0.088,0.368,0.502,0.735,0.417,0.349,0.422,0.386,0.383,0.465,0.045,55,0.136,0.364,1,0
Jeff Teague\teaguje01,PG,32,TOT,55,950,0.433,12.7,0.711,0.190,0.324,0.116,0.081,0.289,0.431,0.648,0.380,0.394,0.174,0.439,0.161,0.639,0.007,1,0.183,0.400,0,0
Jeff Teague\teaguje01,PG,32,BOS,34,616,0.415,13.3,0.702,0.160,0.335,0.112,0.096,0.298,0.394,0.633,0.381,0.286,0.167,0.464,0.192,0.615,0.005,0,0.196,0.455,0,0
Jeff Teague\teaguje01,PG,32,MIL,21,334,0.469,11.6,0.729,0.250,0.302,0.125,0.052,0.271,0.500,0.667,0.379,0.583,0.200,0.385,0.114,0.700,0.010,1,0.154,0.250,0,0
Garrett Temple\templga01,SG,34,CHI,56,1528,0.415,16.1,0.475,0.236,0.087,0.073,0.079,0.525,0.503,0.611,0.424,0.393,0.367,0.335,0.670,0.955,0.003,0,0.470,0.362,0,0
Tyrell Terry\terryty01,PG,20,DAL,11,56,0.313,14.6,0.563,0.313,0.125,0.063,0.063,0.438,0.556,1.000,0.000,0.000,0.000,0.000,0.200,,0.000,0,0.000,,0,0
Daniel Theis\theisda01,C,28,TOT,65,1601,0.541,12.6,0.674,0.315,0.157,0.124,0.077,0.326,0.646,0.776,0.548,0.500,0.556,0.322,0.818,1.000,0.165,71,0.217,0.273,1,0
Daniel Theis\theisda01,C,28,BOS,42,1027,0.552,12.9,0.670,0.299,0.163,0.125,0.083,0.330,0.653,0.756,0.553,0.611,0.542,0.347,0.825,1.000,0.160,41,0.221,0.333,1,0
Daniel Theis\theisda01,C,28,CHI,23,574,0.522,12.1,0.680,0.343,0.146,0.124,0.067,0.320,0.636,0.803,0.538,0.318,0.583,0.281,0.805,1.000,0.174,30,0.211,0.167,0,0
Brodric Thomas\thomabr01,SG,24,TOT,32,399,0.361,17.4,0.454,0.231,0.074,0.019,0.130,0.546,0.469,0.720,0.125,0.000,0.286,0.271,0.478,0.813,0.056,6,0.220,0.231,0,0
Brodric Thomas\thomabr01,SG,24,HOU,4,24,0.286,22.3,0.143,0.143,0.000,0.000,0.000,0.857,1.000,1.000,,,,0.167,0.000,1.000,0.000,0,0.000,,0,0
Brodric Thomas\thomabr01,SG,24,CLE,28,375,0.366,17.1,0.475,0.238,0.079,0.020,0.139,0.525,0.458,0.708,0.125,0.000,0.286,0.283,0.500,0.800,0.059,6,0.245,0.231,0,0
Isaiah Thomas\thomais02,PG,31,NOP,3,48,0.333,17.1,0.556,0.148,0.111,0.148,0.148,0.444,0.400,0.500,0.000,0.750,0.250,0.250,0.833,0.667,0.000,0,0.083,0.000,0,0
Khyri Thomas\thomakh01,SG,24,HOU,5,153,0.485,14.8,0.591,0.273,0.121,0.061,0.136,0.409,0.590,0.833,0.375,0.500,0.333,0.333,0.522,0.667,0.030,2,0.259,0.286,0,0
Matt Thomas\thomama02,SG,26,TOT,45,326,0.394,21.0,0.370,0.063,0.063,0.071,0.173,0.630,0.489,0.625,0.250,0.556,0.500,0.338,0.696,0.963,0.000,0,0.213,0.471,1,0
Matt Thomas\thomama02,SG,26,TOR,26,192,0.387,21.0,0.339,0.065,0.065,0.048,0.161,0.661,0.333,0.250,0.250,0.667,0.300,0.415,0.714,0.941,0.000,0,0.195,0.750,0,0
Matt Thomas\thomama02,SG,26,UTA,19,134,0.400,21.0,0.400,0.062,0.062,0.092,0.185,0.600,0.615,1.000,0.250,0.500,0.667,0.256,0.688,1.000,0.000,0,0.231,0.222,1,0
Tristan Thompson\thomptr01,PF,29,BOS,54,1287,0.518,4.5,0.991,0.472,0.466,0.046,0.006,0.009,0.523,0.571,0.480,0.467,0.500,0.000,0.544,,0.095,26,0.000,,2,0
Sindarius Thornwell\thornsi01,SG,26,TOT,21,217,0.326,15.4,0.500,0.130,0.261,0.087,0.022,0.500,0.348,0.667,0.250,0.250,0.000,0.304,0.500,1.000,0.043,2,0.391,0.556,0,0
Sindarius Thornwell\thornsi01,SG,26,NOP,14,73,0.333,14.0,0.571,0.238,0.190,0.095,0.048,0.429,0.333,0.600,0.250,0.000,0.000,0.333,0.000,1.000,0.048,1,0.667,0.500,0,0
Sindarius Thornwell\thornsi01,SG,26,ORL,7,144,0.320,16.6,0.440,0.040,0.320,0.080,0.000,0.560,0.364,1.000,0.250,0.500,,0.286,1.000,1.000,0.040,1,0.214,0.667,0,0
Matisse Thybulle\thybuma01,SG,23,PHI,65,1298,0.420,16.1,0.412,0.255,0.123,0.025,0.008,0.588,0.590,0.742,0.367,0.167,0.500,0.301,0.661,1.000,0.128,27,0.434,0.242,0,0
Killian Tillie\tilliki02,C,22,MEM,18,182,0.333,17.1,0.421,0.123,0.246,0.035,0.018,0.579,0.375,0.429,0.286,1.000,0.000,0.303,0.889,1.000,0.000,0,0.303,0.100,0,0
Xavier Tillman Sr.\tillmxa01,PF,22,MEM,59,1085,0.559,9.8,0.783,0.348,0.254,0.157,0.023,0.217,0.620,0.731,0.526,0.574,0.286,0.338,0.828,1.000,0.104,26,0.523,0.353,1,0
Anthony Tolliver\tollian01,PF,35,PHI,11,99,0.235,23.0,0.176,0.059,0.059,0.000,0.059,0.824,0.000,0.000,0.000,,0.000,0.286,,1.000,0.000,0,0.214,0.667,0,0
Obi Toppin\toppiob01,PF,22,NYK,62,683,0.498,12.5,0.593,0.392,0.129,0.043,0.029,0.407,0.629,0.695,0.481,0.444,0.667,0.306,0.641,0.962,0.182,34,0.412,0.286,0,0
Juan Toscano-Anderson\toscaju01,SG,27,GSW,53,1107,0.579,12.9,0.560,0.392,0.158,0.000,0.010,0.440,0.718,0.817,0.455,,1.000,0.402,0.810,0.973,0.134,26,0.304,0.321,2,0
Axel Toupane\toupaax01,SF,28,MIL,8,61,0.364,10.3,0.818,0.455,0.091,0.091,0.182,0.182,0.333,0.600,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0,0.500,0.000,0,0
Karl-Anthony Towns\townska01,C,25,MIN,50,1689,0.486,12.9,0.640,0.285,0.238,0.067,0.050,0.360,0.541,0.663,0.476,0.356,0.409,0.387,0.558,0.934,0.061,47,0.079,0.280,0,0
Gary Trent Jr.\trentga02,SG,22,TOT,58,1802,0.408,18.6,0.454,0.101,0.117,0.113,0.122,0.546,0.435,0.646,0.359,0.393,0.375,0.385,0.484,0.806,0.013,7,0.186,0.425,1,0
Gary Trent Jr.\trentga02,SG,22,POR,41,1262,0.414,19.2,0.418,0.105,0.090,0.101,0.122,0.582,0.438,0.673,0.319,0.396,0.359,0.397,0.490,0.835,0.011,5,0.197,0.450,1,0
Gary Trent Jr.\trentga02,SG,22,TOR,17,540,0.395,17.6,0.525,0.092,0.172,0.138,0.123,0.475,0.431,0.583,0.400,0.389,0.406,0.355,0.475,0.727,0.015,2,0.161,0.350,0,0
P.J. Tucker\tuckepj01,PF,35,TOT,52,1356,0.373,17.2,0.328,0.186,0.096,0.034,0.011,0.672,0.448,0.515,0.412,0.167,0.500,0.336,0.808,1.000,0.000,0,0.849,0.347,0,0
P.J. Tucker\tuckepj01,PF,35,HOU,32,959,0.366,16.9,0.344,0.198,0.099,0.031,0.015,0.656,0.467,0.500,0.462,0.250,0.500,0.314,0.810,1.000,0.000,0,0.826,0.338,0,0
P.J. Tucker\tuckepj01,PF,35,MIL,20,397,0.391,18.1,0.283,0.152,0.087,0.043,0.000,0.717,0.385,0.571,0.250,0.000,,0.394,0.800,1.000,0.000,0,0.909,0.367,0,0
Rayjon Tucker\tuckera01,PG,23,PHI,14,68,0.500,11.8,0.611,0.556,0.000,0.000,0.056,0.389,0.636,0.700,,,0.000,0.286,0.714,0.500,0.167,3,0.286,0.000,0,0
Myles Turner\turnemy01,C,24,IND,47,1455,0.477,14.3,0.523,0.329,0.148,0.028,0.019,0.477,0.606,0.725,0.438,0.333,0.250,0.335,0.759,1.000,0.063,26,0.218,0.311,0,0
Jonas Valančiūnas\valanjo01,C,28,MEM,62,1755,0.592,6.1,0.923,0.460,0.351,0.087,0.024,0.077,0.611,0.690,0.536,0.508,0.556,0.368,0.580,0.857,0.089,61,0.175,0.400,0,0
Denzel Valentine\valende01,SG,27,CHI,62,1036,0.373,18.7,0.418,0.087,0.120,0.154,0.058,0.582,0.431,0.611,0.400,0.359,0.417,0.331,0.400,0.900,0.005,2,0.227,0.364,0,0
Jarred Vanderbilt\vandeja01,PF,21,MIN,64,1139,0.606,2.6,0.979,0.780,0.182,0.017,0.000,0.021,0.615,0.717,0.233,0.000,,0.200,0.711,1.000,0.195,40,0.600,0.333,0,0
Fred VanVleet\vanvlfr01,SG,26,TOR,52,1899,0.389,18.2,0.453,0.174,0.115,0.069,0.095,0.547,0.416,0.530,0.260,0.433,0.386,0.366,0.305,0.661,0.000,0,0.107,0.255,3,0
Anderson Varejão\varejan01,C,38,CLE,5,36,0.250,8.9,0.938,0.438,0.125,0.125,0.250,0.063,0.267,0.286,0.000,0.000,0.500,0.000,0.750,,0.000,0,1.000,0.000,0,0
Devin Vassell\vassede01,SF,20,SAS,62,1056,0.406,17.5,0.505,0.125,0.086,0.168,0.125,0.495,0.464,0.658,0.500,0.431,0.289,0.347,0.648,0.942,0.053,14,0.420,0.413,0,0
Gabe Vincent\vincega01,PG,24,MIA,50,655,0.378,18.2,0.361,0.210,0.090,0.026,0.034,0.639,0.500,0.633,0.286,0.500,0.250,0.309,0.476,0.804,0.004,0,0.275,0.244,0,0
Noah Vonleh\vonleno01,PF,25,BRK,4,11,0.000,18.6,0.333,0.333,0.000,0.000,0.000,0.667,0.000,0.000,,,,0.000,,,0.000,0,0.000,,0,0
Nikola Vučević\vucevni01,C,30,TOT,70,2348,0.477,14.5,0.685,0.143,0.251,0.166,0.125,0.315,0.513,0.683,0.484,0.466,0.437,0.400,0.616,0.994,0.018,19,0.020,0.333,0,0
Nikola Vučević\vucevni01,C,30,ORL,44,1500,0.480,15.0,0.683,0.126,0.240,0.175,0.142,0.317,0.515,0.693,0.495,0.465,0.450,0.406,0.608,1.000,0.015,10,0.017,0.400,0,0
Nikola Vučević\vucevni01,C,30,CHI,26,848,0.471,13.7,0.689,0.174,0.273,0.150,0.092,0.311,0.509,0.671,0.466,0.466,0.400,0.388,0.632,0.983,0.023,9,0.026,0.250,0,0
Dean Wade\wadede01,PF,24,CLE,63,1212,0.431,18.7,0.315,0.209,0.048,0.032,0.026,0.685,0.571,0.662,0.333,0.500,0.375,0.366,0.696,0.974,0.035,10,0.235,0.500,0,0
Moritz Wagner\wagnemo01,C,23,TOT,45,722,0.454,12.6,0.603,0.306,0.271,0.009,0.017,0.397,0.529,0.643,0.419,0.000,0.500,0.341,0.863,0.968,0.105,22,0.187,0.294,0,0
Moritz Wagner\wagnemo01,C,23,WAS,25,375,0.508,11.8,0.656,0.303,0.311,0.016,0.025,0.344,0.613,0.730,0.526,0.000,0.667,0.310,0.918,0.923,0.148,17,0.190,0.250,0,0
Moritz Wagner\wagnemo01,C,23,BOS,9,61,0.286,11.9,0.571,0.357,0.214,0.000,0.000,0.429,0.250,0.000,0.667,,,0.333,1.000,1.000,0.071,0,0.167,1.000,0,0
Moritz Wagner\wagnemo01,C,23,ORL,11,286,0.409,13.6,0.538,0.301,0.226,0.000,0.011,0.462,0.440,0.643,0.190,,0.000,0.372,0.727,1.000,0.054,5,0.186,0.250,0,0
Kemba Walker\walkeke02,PG,30,BOS,43,1369,0.420,18.0,0.478,0.126,0.157,0.090,0.105,0.522,0.486,0.741,0.377,0.475,0.352,0.360,0.268,0.551,0.000,0,0.057,0.400,3,0
Lonnie Walker\walkelo01,SG,22,SAS,60,1522,0.420,16.2,0.537,0.227,0.108,0.092,0.110,0.463,0.477,0.572,0.424,0.411,0.388,0.355,0.545,0.900,0.026,13,0.152,0.349,1,0
John Wall\walljo01,PG,30,HOU,40,1288,0.404,14.2,0.657,0.293,0.139,0.054,0.171,0.343,0.449,0.568,0.386,0.385,0.315,0.317,0.084,0.709,0.015,10,0.064,0.438,1,0
Brad Wanamaker\wanambr01,PG,31,TOT,61,1053,0.385,12.2,0.716,0.311,0.227,0.064,0.114,0.284,0.463,0.602,0.338,0.316,0.412,0.188,0.545,0.688,0.017,5,0.047,0.000,0,0
Brad Wanamaker\wanambr01,PG,31,GSW,39,625,0.353,14.0,0.647,0.231,0.249,0.052,0.116,0.353,0.429,0.600,0.302,0.222,0.450,0.213,0.542,0.692,0.017,3,0.049,0.000,0,0
Brad Wanamaker\wanambr01,PG,31,CHO,22,428,0.429,9.9,0.810,0.421,0.198,0.079,0.111,0.190,0.500,0.604,0.400,0.400,0.357,0.125,0.549,0.667,0.016,2,0.042,0.000,0,0
T.J. Warren\warretj01,SF,27,IND,4,117,0.529,10.7,0.863,0.333,0.137,0.196,0.196,0.137,0.614,0.824,0.714,0.300,0.500,0.000,0.593,,0.039,2,0.429,0.000,0,0
P.J. Washington\washipj01,PF,22,CHO,64,1954,0.440,13.4,0.577,0.283,0.233,0.036,0.025,0.423,0.480,0.613,0.375,0.280,0.235,0.386,0.805,0.946,0.087,48,0.224,0.415,1,0
Yuta Watanabe\watanyu01,SF,26,TOR,50,723,0.439,15.1,0.500,0.217,0.178,0.100,0.006,0.500,0.478,0.667,0.375,0.222,1.000,0.400,0.651,0.972,0.078,13,0.456,0.293,0,0
Tremont Waters\watertr01,PG,23,BOS,26,238,0.405,16.1,0.548,0.131,0.262,0.083,0.071,0.452,0.413,0.636,0.364,0.429,0.167,0.395,0.053,0.333,0.000,0,0.132,0.400,0,0
Paul Watson\watsopa01,SF,26,TOR,27,297,0.463,20.5,0.220,0.098,0.085,0.037,0.000,0.780,0.444,0.875,0.143,0.000,,0.469,0.375,0.867,0.024,2,0.406,0.500,0,0
Quinndary Weatherspoon\weathqu01,SG,24,SAS,20,121,0.457,9.6,0.829,0.486,0.114,0.057,0.171,0.171,0.517,0.706,0.250,0.500,0.167,0.167,0.400,1.000,0.057,2,0.000,,0,0
Russell Westbrook\westbru01,PG,32,WAS,65,2369,0.439,13.2,0.779,0.194,0.245,0.117,0.224,0.221,0.475,0.650,0.465,0.379,0.383,0.315,0.164,0.628,0.025,24,0.103,0.429,0,0
Coby White\whiteco01,PG,20,CHI,69,2156,0.416,16.6,0.497,0.221,0.109,0.063,0.104,0.503,0.473,0.558,0.347,0.456,0.436,0.359,0.292,0.785,0.008,7,0.163,0.473,1,0
Derrick White\whitede01,SG,26,SAS,36,1064,0.411,16.9,0.464,0.143,0.210,0.082,0.029,0.536,0.486,0.646,0.474,0.270,0.385,0.346,0.480,0.869,0.009,4,0.177,0.488,0,0
Hassan Whiteside\whiteha01,C,31,SAC,36,546,0.563,5.8,0.996,0.366,0.455,0.138,0.036,0.004,0.565,0.732,0.451,0.484,0.625,0.000,0.722,,0.138,28,0.000,,0,0
Greg Whittington\whittgr01,PF,27,DEN,4,12,0.000,21.4,0.333,0.000,0.000,0.333,0.000,0.667,0.000,,,0.000,,0.000,,,0.000,0,0.500,0.000,0,0
Andrew Wiggins\wiggian01,PF,25,GSW,71,2364,0.477,14.2,0.652,0.218,0.197,0.108,0.129,0.348,0.529,0.706,0.500,0.404,0.380,0.380,0.479,0.829,0.065,65,0.247,0.418,0,0
Grant Williams\willigr01,PF,22,BOS,63,1138,0.437,15.4,0.478,0.202,0.202,0.053,0.020,0.522,0.508,0.600,0.500,0.231,0.400,0.372,0.683,1.000,0.032,8,0.434,0.446,0,0
Kenrich Williams\willike04,PF,26,OKC,66,1426,0.533,11.8,0.715,0.324,0.207,0.102,0.083,0.285,0.568,0.729,0.447,0.429,0.412,0.444,0.473,0.904,0.027,10,0.333,0.590,1,0
Lou Williams\willilo02,PG,34,TOT,66,1423,0.410,14.4,0.732,0.132,0.203,0.226,0.172,0.268,0.414,0.624,0.359,0.404,0.333,0.399,0.276,0.580,0.000,0,0.283,0.408,0,0
Lou Williams\willilo02,PG,34,LAC,42,918,0.421,14.4,0.723,0.128,0.223,0.205,0.167,0.277,0.437,0.709,0.385,0.420,0.319,0.378,0.316,0.733,0.000,0,0.303,0.417,0,0
Lou Williams\willilo02,PG,34,ATL,24,505,0.389,14.2,0.750,0.139,0.162,0.269,0.181,0.250,0.370,0.467,0.286,0.379,0.359,0.444,0.183,0.292,0.000,0,0.241,0.385,0,0
Patrick Williams\willipa01,PF,19,CHI,71,1983,0.483,12.2,0.739,0.290,0.178,0.133,0.138,0.261,0.515,0.673,0.394,0.443,0.411,0.391,0.736,0.981,0.102,51,0.413,0.421,1,1
Robert Williams\williro04,C,23,BOS,52,985,0.721,4.1,0.992,0.643,0.244,0.054,0.050,0.008,0.727,0.801,0.651,0.643,0.231,0.000,0.737,,0.388,93,0.000,,2,0
Zion Williamson\willizi01,PF,20,NOP,61,2026,0.611,3.4,0.967,0.696,0.257,0.012,0.002,0.033,0.622,0.701,0.419,0.500,0.000,0.294,0.553,1.000,0.130,123,0.029,1.000,1,0
D.J. Wilson\wilsodj01,PF,24,TOT,35,433,0.405,16.9,0.482,0.202,0.119,0.083,0.077,0.518,0.469,0.529,0.450,0.429,0.385,0.345,0.763,0.933,0.060,7,0.287,0.360,1,0
D.J. Wilson\wilsodj01,PF,24,MIL,12,105,0.372,19.9,0.349,0.070,0.070,0.163,0.047,0.651,0.400,0.000,0.333,0.571,0.500,0.357,1.000,0.900,0.000,0,0.393,0.545,0,0
D.J. Wilson\wilsodj01,PF,24,HOU,23,328,0.416,15.9,0.528,0.248,0.136,0.056,0.088,0.472,0.485,0.581,0.471,0.286,0.364,0.339,0.719,0.950,0.080,7,0.237,0.214,1,0
Dylan Windler\windldy01,SF,24,CLE,31,513,0.438,16.2,0.408,0.269,0.100,0.038,0.000,0.592,0.585,0.629,0.538,0.400,,0.338,0.548,0.962,0.023,3,0.442,0.324,0,0
Justise Winslow\winslju01,SF,24,MEM,26,507,0.352,11.9,0.743,0.233,0.262,0.148,0.100,0.257,0.410,0.551,0.455,0.194,0.286,0.185,0.516,1.000,0.043,9,0.407,0.227,0,0
Cassius Winston\winstca01,PG,22,WAS,22,98,0.424,19.6,0.485,0.061,0.121,0.121,0.182,0.515,0.375,0.500,0.250,0.750,0.167,0.471,0.167,0.875,0.000,0,0.118,0.500,0,0
James Wiseman\wisemja01,C,19,GSW,39,836,0.519,9.0,0.897,0.356,0.285,0.101,0.155,0.103,0.542,0.794,0.419,0.243,0.386,0.316,0.827,0.833,0.258,84,0.079,0.333,0,0
Christian Wood\woodch01,C,25,HOU,41,1326,0.514,12.3,0.678,0.336,0.195,0.069,0.078,0.322,0.581,0.805,0.352,0.455,0.300,0.374,0.687,0.870,0.158,91,0.155,0.406,0,0
Robert Woodard\woodaro01,SF,21,SAC,13,45,0.400,14.6,0.700,0.250,0.250,0.100,0.100,0.300,0.500,1.000,0.000,0.500,0.500,0.167,0.571,1.000,0.100,2,0.000,,1,0
Delon Wright\wrighde01,SG-PG,28,TOT,63,1748,0.463,11.5,0.668,0.332,0.259,0.064,0.014,0.332,0.509,0.645,0.373,0.364,0.429,0.372,0.301,0.781,0.010,5,0.198,0.353,1,0
Delon Wright\wrighde01,SG,28,DET,36,1052,0.464,10.5,0.696,0.392,0.249,0.041,0.014,0.304,0.515,0.661,0.342,0.167,0.500,0.348,0.314,0.839,0.010,3,0.202,0.333,1,0
Delon Wright\wrighde01,PG,28,SAC,27,696,0.462,12.7,0.631,0.253,0.271,0.093,0.013,0.369,0.500,0.614,0.410,0.476,0.333,0.398,0.282,0.727,0.009,2,0.193,0.375,0,0
Thaddeus Young\youngth01,PF,32,CHI,68,1652,0.559,5.7,0.932,0.446,0.424,0.044,0.018,0.068,0.580,0.678,0.505,0.414,0.333,0.267,0.570,1.000,0.038,22,0.489,0.318,3,0
Trae Young\youngtr01,PG,22,ATL,63,2125,0.438,15.3,0.643,0.162,0.226,0.181,0.075,0.357,0.491,0.572,0.470,0.428,0.530,0.343,0.125,0.287,0.000,0,0.038,0.400,0,0
Cody Zeller\zelleco01,C,28,CHO,48,1005,0.559,4.9,0.914,0.605,0.269,0.028,0.012,0.086,0.598,0.684,0.414,0.556,0.500,0.143,0.751,1.000,0.173,52,0.179,0.000,0,0
Ivica Zubac\zubaciv01,C,23,LAC,72,1609,0.652,2.9,0.990,0.683,0.287,0.010,0.010,0.010,0.656,0.729,0.504,0.500,0.250,0.250,0.734,1.000,0.406,139,0.000,,1,0
